TIPLOC,NAME,EASTING,NORTHING
YORKLRD,YORK LEEMAN RD SIDINGS,459224,451527
YORKUPA,YORK UP ARRIVALS FHH,457888,452929
ABDVY,ABERDOVEY,260671,296032
ABER,ABER,314871,186941
ABGLELE,ABERGELE & PENSARN,294645,378720
ABHLJN,ABBEYHILL JN,326853,674149
ABHLTB,ABBEYHILL TURNBACK SDGS,326853,674149
ABINCE,ABINGTON C.E.,293582,623456
ABINDPL,ABINGTON D.P.L.,293683,623690
ABINDS,ABINGTON DOWN SIDING,293585,623453
ABINGTN,ABINGTON,293596,623445
ABINUPL,ABINGTON U.P.L.,293695,623686
ABRBEG,ABERBEEG,320980,201995
ABRC187,ABERCYNON SIGNAL A187,308283,194876
ABRCJN,ABERCYNON JUNCTION,308283,194876
ABRCYNS,ABERCYNON,308114,194672
ABRD27,ABERDEEN SIG A27,394210,805692
STNG33,SITTINGBOURNE SIGNAL EV33,590970,163781
STNG46,SITTINGBOURNE SIGNAL EV46,589847,164091
STNGV31,SITTINGBOURNE SIG EV31,591229,163739
STNPSTR,STREETLY SIG WR5433,408430,298835
STNSHJN,STANSFIELD HALL JUNCTION,393828,424712
STOCDC,STOCKTON THOMPSON (DC),443942,519025
STOCGBF,STOCKTON THOMPSON GBRF,443935,519007
STOK271,STOKE SIGNAL 271,388104,343741
STOK439,STOKE SIGNAL 439,387150,346286
STOK462,STOKE SIGNAL 462,387543,346021
STOK527,STOKE SIGNAL 527,388158,345285
STOK534,STOKE SIGNAL 534,387636,345955
STOK540,STOKE SIGNAL 540,386866,346560
STOKGRA,STOKE GRANVILLE SIDINGS,386452,347153
STOKYRV,STOKE NORTH WEST YD REVERS,387748,345860
STOTS19,SOUTH TOTTENHAM SIG S19,534440,189028
STPAMCS,ST PANCRAS MNTCE SDG,529833,183829
STPAMSC,ST PANCRAS MAINT SDG CXN,529837,183797
STPLNAR,NARROWAYS HILL JN,360432,174815
STPXBOX,ST PANCRAS INTERNATIONAL,529970,183150
STRHILL,STREATHAM HILL,530177,172712
STRO625,STROOD SHUNT SIGNAL NK1625,574114,169566
STRO628,STROOD SHUNT SIGNAL NK1628,573983,169036
STRO630,STROOD SHUNT SIGNAL NK1630,573716,169021
STRT912,STOURTON NECK SIG S912,431364,430957
STRW91,STRAWBERRY HILL SIG. F91,515538,172931
STWT567,STEWARTS LANE SIG VS567,529082,176931
STWT569,STEWARTS LANE SIG VS569,529079,176986
STWTGBR,STEWARTS LANE TARMAC GBRF,528521,176496
SVN2035,SEVENOAKS SIG 2035,551797,155930
SVN2037,SEVENOAKS SIG 2037,552282,155888
SVNOGUS,SEVENOAKS GUSSET SIDING,552353,155009
SWELL1,SHEPHERDS WELL SIGNAL SH1,625516,148891
SWELLSD,SHEPHERDS WELL LONG SIDING,625697,148410
SWKBDGJ,SOUTHWARK BRIDGE JUNCTION,531966,179555
TAUN483,TAUNTON SIGNAL E483,322268,125539
TESTSCR,SCRUTON (TEST),415405,185447
THBD214,THREE BRIDGES SIGNAL 1214,528853,135455
THBD218,THREE BRIDGES SIGNAL 1218,528857,135309
THEA831,THEALE SIGNAL T2831,465358,171084
THEA834,THEALE SIGNAL T2834,463132,169920
THEAGBR,THEALE LAFARGE GBRF,463609,170378
THEALHC,THEALE HOPE CEMENT,463583,170355
THET114,THETFORD SIGNAL EN8114,587151,283692
THRIGBR,THRISLINGTON GBRF,430384,531537
TIGNGRC,TEIGNGRACE,284937,74217
TLBYRSC,TILBURY RIVERSIDE (COLAS),564569,175848
TLBYVWR,TILBURY IRFT VWR,564573,175850
TMPLLEA,LEA INTERCHANGE (EWS),538121,185616
TMPLORR,ORIENT WAY RECEPTION ROAD,537288,186234
TMPLRRJ,RUCKHOLT ROAD JUNCTION,537548,186077
TMSHJN,THORPE MARSH JN,459540,409905
TOLE673,TOLLERTON SIGNAL GPL673,451677,464247
TONB032,TONBRIDGE SIGNAL AD2032,559043,145992
TONB137,TONBRIDGE SIGNAL AD137X,557899,146908
TOTOFHH,TOTON CENTRE FHH,448841,334979
TOTOGBR,TOTON NORTH YARD GBRF,448937,334760
TOTTDCR,TOTTON (D&CR),435864,113205
TOTTW,TOTTON WEST,436575,111433
TRENSD,TRENT SIDINGS,449728,332476
TRENTL,DOWN TRENT LOOP,449950,332755
TRIM617,LEVINGTON SIGNAL CO617,623844,240575
TRING25,TRING SIG WT1425,495348,211751
TRUR14,TRURO SIGNAL 14,181202,44628
TRUR37,TRURO SHUNT SIGNAL 37,182057,45047
TWNYDPL,TOWNEY LOOP,460973,168241
UTOXDGL,UTTOXETER DOWN GOODS LOOP,408831,333046
UTOXENG,UTTOXETER ENGINEERS SDG,409353,333163
UTOXSB,UTTOXETER SIGNAL BOX,409006,333048
VICT47,VICTORIA SIGNAL VS47,528870,177286
VICTGCS,VICTORIA GROSVENOR SHED,528730,178083
VICTGEE,VICTORIA GROSVENOR ENT-EXT,528664,178303
WADHTLS,WADHURST TUNNEL SOUTH,562731,131583
WADHUSD,WADHURST UP SIDINGS,562291,132814
WARH242,WAREHAM SIGNAL PW5242,391618,87895
WATR912,WATERLOO SIGNAL W912,530814,178918
WBRNGBF,WESTBOURNE PARK (GBRF),525552,181586
WEED200,WEEDON SIG KR1200,471916,254707
WEED201,WEEDON SIG KR1201,472162,254541
WEYM194,WEYMOUTH SIGNAL DR 194,367747,79935
WHSTLEX,WHITSTABLE LON END XOVER,610498,165923
WICH78,WICHNOR JN SIGNAL DY78,419246,315623
WKK1209,WAKEFIELD WEST SIG K1209,433335,420025
WKK1211,WAKEFIELD WEST SIG K1211,433335,420025
WLSDLDC,WILLESDEN JN LL DN EMU C-O,522310,182997
WLSDLUC,WILLESDEN JN LL UP EMU C-O,522325,182999
WMBYCSF,WEMBLEY CARRIAGE SIDINGS,519022,184475
WMBYURR,WEMBLEY SIGNALS WM929/931,519282,184139
WNCF103,WINCHFIELD SIGNAL BE5103,477177,154657
WNCFILE,WINCHFIELD LONDON END,477133,154650
ALBNYPK,ALBANY PARK,547861,172849
ALBRGHT,ALBRIGHTON,381860,304542
ALDB337,ALDERSBROOK SIGNAL 337/354,543071,186255
ALDBUCS,ALDERSBROOK UP C.H.S.,543071,186255
ALDEDGE,ALDERLEY EDGE,384333,378586
ALDGEST,ALDGATE EAST LT,533620,181244
ALDMCE,ALDERMASTON TIP ISU (CE),460632,167433
ALDMSPS,ALDERMASTON PADWORTH SDGS,460617,167472
ALDMSTN,ALDERMASTON,460166,167378
ALDRS15,ALDERSHOT SIGNAL AS15,486929,150552
ALDRS16,ALDERSHOT SIGNAL AS16,486842,150516
ALDRSHT,ALDERSHOT,486667,150415
ALDRSJN,ALDERSHOT NORTH JN,488516,151976
ALDRSJS,ALDERSHOT SOUTH JN,489141,151844
ALDTON,ALDRINGTON,528144,105665
ALDW109,SHEFFIELD SIG S1092,444320,394899
ALDW721,ROUNDWOOD CHORD SIG S721,445162,396014
ALDW738,ALDWARKE JN SIG S738,444322,394901
ALDWGBF,ALDWARKE UES GBRF,445099,395951
ALDWNWS,ALDWARKE U.E.S.,445180,396109
ALDWRKJ,ALDWARKE JN,445162,396014
ALDWRML,"ROUNDWOOD B.S.C. 11"" MILL",445099,395951
ALDWRS,ALDWARKE REPAIR SIDINGS,445324,396279
ALERTN,LIVERPOOL SOUTH PW HL,340899,384992
ALERTNJ,ALLERTON JN,340971,384932
ALERTNS,ALLERTON DEPOT,341407,384899
ALEXNDP,ALEXANDRA PALACE,530281,190469
ALEXPSS,ALEXANDRA PALACE SAND SDG,530281,190469
ALFRETN,ALFRETON,442291,356159
ALLENSW,ALLENS WEST,441378,514537
ALLEURL,URLAY NOOK CROSSOVER,441378,514537
ALLGARC,ALLINGTON A.R.C. SDG.,574624,157792
ALLGREV,ALLINGTON A.R.C. REVERSE,574624,157792
ALLOA,ALLOA,288305,693087
ALLOALP,ALLOA LOOP,288545,693085
ALNESS,ALNESS,265998,869399
ALNGEJN,ALLINGTON EAST JN,487645,338035
ALNGJN,ALLINGTON JN,487279,338079
ALNGNJN,ALLINGTON NORTH JN,487630,338186
ALNMILL,LITTLE MILL LC,422761,617693
ALNMOTH,ALNMOUTH FOR ALNWICK,423107,611050
ALRESFD,ALRESFORD (ESSEX),606480,221514
ALRSFRD,ALRESFORD,606499,221516
ALRWAS,ALREWAS L.C.,417736,314822
ALSAEJN,ALSAGER EAST JN,380106,355134
ALSAGER,ALSAGER,380106,355134
ALSAUDG,ALSAGER UP & DN GDS LOOP,380525,355211
ABRD75,ABERDEEN SIG A75,394212,805332
ABRD77,ABERDEEN SIG A77,394215,805332
ABRDCH,ABERDEEN CLAYHILLS CAR.M.D,394149,805585
ABRDEEN,ABERDEEN,394210,805692
ABRDFDS,ABERDEEN FERRYHILL DN SDGS,394130,804651
ABRDFGL,ABERDEEN FERRYHILL G.L.,394181,805683
ABRDFJN,ABERDEEN FERRYHILL JN,394191,804935
ABRDFUS,ABERDEEN FERRYHILL UP SDGS,394223,805239
ABRDGBR,ABERDEEN GUILD STREET GBRF,394294,805782
ABRDNGS,ABERDEEN GUILD ST F.D. DELETE,394291,805776
ABRDNHS,ABERDEEN H.S.,394246,805778
ABRDNS,ABERDEEN NORTH SIDING,393854,806239
ABRDPDK,ABERDEEN PARCELS DOCK,394229,805775
ABRDRSL,ABERDEEN RUSSELL J.G.,394393,805843
ABRDWAT,ABERDEEN WATERLOO,394823,806430
ABRDWGB,ABERDEEN WATERLOO (GBRF),394823,806430
ABRE,ABERERCH,240341,336075
ABRGPGN,PENPERGWN,332564,210001
ABRGS38,ABERGAVENNY SIG 38,330545,213642
ABRGUS,ABERGAVENNY UP SIDINGS,330544,213556
ABRGVNY,ABERGAVENNY,330546,213636
ABRPGWM,ABERPERGWM,285813,204610
ABRYAFO,AFON WEN LC,245017,337231
ABRYRRL,ABERYSTWYTH RUN ROUND LOOP,258635,281445
ABRYSHE,ABERYSTWYTH SHELL SDGS,258852,281198
ABRYSTH,ABERYSTWYTH,258544,281552
ABTH,ABERTHAW,303517,166506
ABTH222,ABERTHAW AW222,296194,169449
ABTH231,ABERTHAW AW231,294085,173048
ABTH433,ABERTHAW SIG CF3433,296194,169449
ABTH440,ABERTHAW SIG CF3440,294085,173048
ABTHA13,ABERTHAW SIGNAL A13,302901,166062
ABTHA39,ABERTHAW SIGNAL A39,303326,167125
ABTHLAF,ABERTHAW CEMENT WKS LAFARG,303343,167087
ABTHOSD,ABERTHAW N.P.OIL SDG,302901,166062
ABTHPS,ABERTHAW POWER STATION EWS,302901,166062
ABTHPST,ABERTHAW PWR STN FLINE HVY,302905,166059
ABTHRCP,ABERTHAW REC SDGS,303364,166730
ABTHWCC,ABERTHAW CEMENT WORKS,303343,167084
ABTSWDJ,ABBOTSWOOD JN,388937,249903
ABWD,ABBEY WOOD,547255,179028
ACBG,ACTON BRIDGE,359909,374522
ACGJN,ACTON GRANGE JN,358747,385482
ACGJNLX,NORTON LC (ACTON GRANGE),356579,381645
ACHANLT,ACHANALT,226034,861472
ACHHBLC,BALNACRA L.C.,200295,848444
ACHHSHL,ACHNASHELLACH,200295,848444
ACHILCK,AUCHINLECK,254986,621950
ACHLDH,ACHEILDH,266436,903956
ACHNGRY,AUCHENGRAY,299273,654716
ACHNSCE,ACHNASHEEN C.E.,216516,858615
ACHNSHN,ACHNASHEEN,216431,858544
ACKLNGT,ACKLINGTON,422206,601499
ACLE,ACLE,639912,309999
ACOCKSG,ACOCKS GREEN,412407,283505
ACRNGTN,ACCRINGTON,375704,428560
ACTCWHF,ACTON CANAL WHARF,521174,182633
ACTNCTL,ACTON CENTRAL,520650,180268
ACTNLRG,ACTON LANE REC SDGS GBRF,521375,183060
ACTNLRS,ACTON LANE RECEPTION SDGS,521376,183058
ACTOEWS,ACTON YARD EWS,520284,181204
ACTOGBR,ACTON YARD GBRF,519809,181132
ACTOLHS,ACTON LOCO HOLDING SIDINGS,520284,181204
ACTONFY,ACTON FOSTER YEOMAN,520284,181204
ACTONML,ACTON MAIN LINE,520284,181204
ACTONTC,ACTON T.C.,519791,181127
ACTONW,ACTON WEST,519009,180940
ACTRNED,ACHTERNEED,248997,859791
ACWL149,ACTON WELLS JN SIG AW149,521170,181868
ACWL150,ACTON WELLS JN SIG AW150,521170,181868
ACWLJN,ACTON WELLS JN,521170,181868
ADERLYP,ADDERLEY PARK,409921,287248
ADIEWEL,ADDIEWELL,299504,662301
ADISHAM,ADISHAM,623355,154002
ADLC,ADLINGTON (CHESHIRE),391196,380336
ADLESTJ,ADDLESTONE JN,506422,163627
ADLESTN,ADDLESTONE,505539,164911
ADNL,ADLINGTON (LANCASHIRE),360233,413093
ADSWDRD,ADSWOOD ROAD JN,388377,387797
ADWICK,ADWICK,454405,408689
ADWICKJ,ADWICK JN,453256,409525
AGCRFTJ,AGECROFT JN,380568,400742
AGHTNPH,AUGHTON PARK,340801,406792
AIGBURT,AIGBURTH,338441,385688
AINSDAL,AINSDALE,331088,412181
AINT206,AINTREE SIGNAL 1206,336623,397890
AINTREE,AINTREE,336623,397890
AINTSFJ,AINTREE SEFTON JN.,336623,397890
AIRBLES,AIRBLES,275028,656171
AIRD754,AIRDRIE SIGNAL YS754,275764,665184
AIRDCS,AIRDRIE C.S.,276059,665194
AIRDRIE,AIRDRIE,276075,665211
AIRP,AIRPORT (NEWCASTLE),419566,569516
AISGILL,AIS GILL,378005,496177
AISHXO,AISH EMERGENCY CROSSOVER,268976,59764
ALBION,ALBION G.F.,398439,290900
ALSCGF,ALLSCOTT GF,361595,312589
ALSCTSW,ALLSCOTT SDGS,361532,312579
ALSCUPT,UPTON MAGNA,355490,311857
ALSHAM,AYLESHAM,624172,152551
ALSTONS,ALSTONE C. SIDINGS,393367,222518
ALTFTJN,ALTOFTS JN,438721,423871
ALTHORN,ALTHORNE,590505,197918
ALTNBRC,ALTNABREAC,300360,945696
ALTNCCE,ALTNABREAC C.E.,300220,945531
ALTON,ALTON,472343,139686
ALTPE,ALTHORPE,483914,410618
ALTRNHM,ALTRINCHAM,377014,387942
ALVCHRC,ALVECHURCH,402284,272079
ALVES,ALVES JN,312769,861774
ALXANDR,ALEXANDRIA,239310,679928
ALXN440,ALEXANDRA DOC JN SIG N440,330299,186029
ALXNJTC,ALEXANDRA DOCK JN. T.C.,330232,186664
ALXNUDG,ALEXANDRA DOCKS UDG,330232,186664
ALXPD,ALEXANDRA PARADE,261749,665554
AMBERGJ,AMBERGATE JN,434688,350936
AMBERGT,AMBERGATE,434886,351573
AMBEWIN,WINGFIELD,436941,352877
AMERMWD,MANTLES WOOD,494998,198830
AMERSHM,AMERSHAM,496403,198167
AMLWCH,AMLWCH,244499,393620
AMLWOCT,AMLWCH ASSOCTD OCTEL SDG,244499,393620
AMLY,AMBERLEY,502631,111798
AMMANFD,AMMANFORD,262391,212619
AMNG294,AMINGTON JN SIG NL1294,422442,304555
AMNG459,AMINGTON JN SIG NL9459,422442,304555
AMNG462,AMINGTON JN SIG NL9462,422442,304555
AMNG485,AMINGTON JN SIG NL5485,422442,304555
AMNG487,AMINGTON JN SIG NL3487,422442,304555
AMNG488,AMINGTON JN SIG NL5488,422442,304555
AMNG490,AMINGTON JN SIG NL3490,422442,304555
AMNGTNJ,AMINGTON JUNCTION,422442,304555
AMPTNLS,AMPTHILL TUNNELS,502081,238281
ANAT,ANNAT,208529,776791
ANCAHON,HONINGTON,494162,343666
ANCASTR,ANCASTER,498405,344375
ANDO202,ANDOVER SHUNT SIG BE5202,435276,145770
ANDOKMR,ANDOVER SIDINGS,435456,145921
ANDOLSB,LUDGERSHALL BRNCH STP BRD,435276,145770
ANDOVER,ANDOVER,435507,145926
ANDOYD,ANDOVER YARD,435279,145772
ANDRSTN,ANDERSTON,257973,665288
ANERLEY,ANERLEY,534620,169930
ANGELRD,ANGEL ROAD,535185,192244
ASHFKCY,ASHFORD DN YD CNTB END,601528,141971
ASHFKDY,ASHFORD DOWN YARD,601528,141971
ASHFKGR,ASHFORD MAIDSTONE LOOP,600259,142738
ASHFKI,ASHFORD INTERNATIONAL,600533,142521
ASHFKPD,ASHFORD P.A.D.,602085,142280
ASHFKY,ASHFORD INTERNATIONAL,600533,142521
ASHFUPS,ASHFORD UP SIDINGS,601453,141865
ASHFWJN,ASHFORD WEST JUNCTION,600446,142555
ASHGTNJ,ASHINGTON JN,427272,587791
ASHH,ASH,489932,150844
ASHH331,ASH SIGNAL GD 1331,490037,150781
ASHIMKS,ASHTON IN MAKERFIELD K.S.,360067,399516
ASHIMSB,ASHTON IN M STOP BOARD,360067,399516
ASHJ335,ASHTON JN SIGNAL B335,356630,171551
ASHJGAT,ASHTON GATE,356707,171380
ASHJN,ASHTON JUNCTION,356685,171413
ASHJNCE,ASHTON JUNCTION (CE),356707,171380
ASHLEY,ASHLEY,377374,384318
ASHONUL,ASHTON-UNDER-LYNE,393889,399389
ASHTMNJ,ASHTON MOSS NORTH JN,392644,399497
ASHUJN,ASHURST JN,552195,136743
ASHURST,ASHURST,550721,138773
ASHVALE,ASH VALE,489296,153385
ASHWELC,ASHWELL & MORDEN,529750,238593
ASKAM,ASKAM,321495,477713
ASKRNLC,NORTON LEVEL CROSSING,455548,415295
ASLCKTN,ASLOCKTON,474126,339916
ASLYBJN,ASTLEY BRIDGE JN,372477,410313
ASPLEYG,ASPLEY GUISE,493954,236753
ASPTBRA,BRAYTON,316576,543656
ASPTRIA,ASPATRIA,314389,541258
ASTLEY,ASTLEY,370327,397204
ASTON,ASTON,408766,289645
ASTOSTJ,ASTON SOUTH JN,408849,289488
ATADALE,ATTADALE,192463,839060
ATHERTN,ATHERTON,368422,403708
ATHLNEY,ATHELNEY CROSSING,334091,128658
ATHRSTN,ATHERSTONE,430429,297952
ATLB431,ATTLEBOROUGH JN SIG RN3431,437667,290191
ATLB533,ATTLEBOROUGH JN SIG RN9533,437667,290191
ATLBRJN,ATTLEBOROUGH JN,437667,290191
ATLBRNJ,ATTLEBOROUGH NORTH JN,437667,290191
ATLBSHI,SHILTON,440298,284347
ATNBRO,ATTENBOROUGH,451822,334619
ATNBROJ,ATTENBOROUGH JN,450810,333583
ATTLBON,ATTLEBOROUGH,605095,294931
ATTREWS,ATTERCLIFFE SDGS EWS,437506,389490
ATTRFHH,ATTERCLIFFE SDGS FHH,437505,389488
ANGMRNG,ANGMERING,506562,102969
ANGRFHH,ANGERSTEIN WHARF FLHH,540448,179101
ANGRMAR,ANGERSTEIN WHARF - MARCON,540443,178968
ANGRSTJ,ANGERSTEIN JN,540652,178101
ANGRSTW,ANGERSTEIN WHARF,540317,178368
ANGRTAR,ANGERSTEIN WHARF (TARMAC),540368,178788
ANNADRS,ANNAN DRS ISU,319251,566157
ANNAN,ANNAN,319271,566169
ANNBANK,ANNBANK,240362,624827
ANSDELL,ANSDELL & FAIRHAVEN,334584,427696
ANSL,ANNIESLAND,254903,668738
ANSL3,ANNIESLAND,254903,668738
APBY,APPLEBY,368652,520683
APBYNE,APPLEBY NORTH EAST SDGS,368262,521094
APDR,APPLEDORE (KENT),597552,129716
APERLYJ,APPERLEY JN,420828,438094
APLHRSJ,APPLEHURST JN,458819,409839
APLYBDG,APPLEY BRIDGE,352464,409360
APLYBGW,APPLEY BRIDGE WIMPEY,352049,409533
APPLEFS,APPLEFORD SIDINGS,452418,192996
APPLEFX,APPLEFORD L.C.,452520,193680
APPLEGB,APPLEFORD SDGS (GBRf),452520,193680
APPLFHH,APPLEFORD FHH,452415,192999
APSLEY,APSLEY,506268,204832
ARBRCVR,ARBROATH CROSSOVER,363907,741269
ARBROTH,ARBROATH,363905,741032
ARBRURS,ARBROATH U.R.S.,363889,741464
ARCHAME,ARROCHAR & TARBET URS AMEC,230892,704358
ARCHRAT,ARROCHAR & TARBET,231172,704525
ARCHRCE,ARROCHAR & TARBET C.E.,230989,704415
ARDEGH,ARDLEIGH,605296,228939
ARDGAY,ARDGAY,260028,890449
ARDGAYC,ARDGAY C.E.,260106,890267
ARDLUCE,ARDLUI C.E.,231692,715579
ARDLUI,ARDLUI,231711,715475
ARDNFHH,ARDINGLY HANSON AGGREGATES,533669,127566
ARDNGLY,ARDINGLY,533664,127566
ARDRSDS,ARDROSSAN E.M.U. SDG,223568,642371
ARDRSHB,ARDROSSAN HARBOUR,222524,642107
ARDRSSB,ARDROSSAN SOUTH BEACH,223804,642207
ARDRSTN,ARDROSSAN TOWN,223070,642057
ARDWCKJ,ARDWICK JN,386232,397176
ARDWICK,ARDWICK,385973,397166
ARDWKEJ,ARDWICK EAST JN,386232,397176
ARDWKEY,ARDWICK EAST YARD,386480,397290
ARDWTMD,ARDWICK T.M.D,386161,397199
ARGYLST,ARGYLE STREET,259257,665001
ARISAIG,ARISAIG,166378,786748
ARISCE,ARISAIG C.E.,166531,786716
ARKLSTE,ARKLESTON EAST,249929,665001
ARKLSTJ,ARKLESTON JN,249929,665001
ARKLSTW,ARKLESTON WEST,249929,665001
ARKSEYL,ARKSEY LOOP,457398,405868
ARLSCAD,CADWELL,518830,232344
ARLSEY,ARLESEY,519035,237760
ARMDALE,ARMADALE,294045,667121
ARMITAG,ARMITAGE JN,407990,316452
ARMLJCN,ARMLEY JUNCTION,428175,433542
ARMTHWT,ARMATHWAITE,350479,546347
ARNSIDE,ARNSIDE,346085,478843
ARPLEYJ,ARPLEY JN,360405,387792
ARPLEYS,ARPLEY SIDINGS,360361,387785
ARPLHOL,WARRINGTON ARPLEY (HOLE),360405,387792
ARPLSHS,ARPLEY SIDINGS H.S.,360361,387785
ARPLYFA,WARRINGTON FUELLING APRON,360060,387476
ARRAM,ARRAM,503483,444318
ARUNDEL,ARUNDEL,502410,106337
ARUNDLJ,ARUNDEL JN,501204,104080
ASBRDGE,ASH BRIDGE JUNCTION,388925,392072
ASCO501,ASCOT SIGNAL F501,492633,168120
ASCO504,ASCOT SIGNAL F504,492633,168120
ASCO506,ASCOT SIGNAL F506,492633,168120
ASCODS,ASCOT DOWN SIDING,492325,168235
ASCOT,ASCOT,492134,168290
ASCTUWD,ASCOTT-UNDER-WYCHWOOD,430115,218852
ASFDMSX,ASHFORD (SURREY),506494,171920
ASFIELD,ASHFIELD,259472,668475
ASFRDBY,ASFORDBY COLLIERY,472222,319483
ASHBEWS,ASHBURYS (EWS),387872,397168
ASHBFHH,ASHBURYS LAFARGE (FLHH),387887,397164
ASHBREJ,ASHBURYS EAST JN,387122,397248
ASHBRSB,ASHBURYS S.B.,387122,397248
ASHBRSY,ASHBURYS S.S.,387872,397168
ASHBRWJ,ASHBURYS W JN. (SIG AS998),386938,397244
ASHBRYS,ASHBURYS,387122,397248
ASHC453,ASHCHURCH SIGNAL G453,392629,233381
ASHCHRC,ASHCHURCH FOR TEWKESBURY,392629,233381
ASHCMOD,ASHCHURCH MOD (ARMY),392820,233630
ASHCWGF,ASHCHURCH WAR DEPT. G.F.,392638,232931
ASHCWTF,ASHCHURCH WAR DEPT G.F.,392638,232931
ASHD,ASHTEAD,518025,158989
ASHFCR,ASHFORD CRANE DEPOT,602012,141530
ASHFDNS,ASHFORD DOWN SIDINGS,601519,141979
ASHFDYW,ASHFORD DOWN YD WASHER RD,601519,141979
ASHFEBS,ASHFORD EAST BERTHING SDGS,601524,141974
ASHFEJN,ASHFORD EAST JUNCTION,601685,141812
ATTRMGS,ATTERCLIFFE M&G,437504,389486
AUCHTDR,AUCHTERARDER SB,295401,712120
AUCHTER,AUCHTERARDER,295401,712120
AUDLEYE,AUDLEY END,551595,236305
AULDGTH,AULDGIRTH,291578,586460
AVIEA29,AVIEMORE SIGNAL A29,289567,812343
AVIEDRS,AVIEMORE DOWN REFUGE SDG,289640,812699
AVIEMRE,AVIEMORE,289567,812343
AVIEMRS,AVIEMORE (SPEYSIDE),289652,812667
AVIEURS,AVIEMORE UP REFUGE SDG CE,289574,812160
AVNCLFF,AVONCLIFF,380460,160088
AVONBEN,AVONMOUTH BENNETS SIDING,351838,180107
AVONBHT,AVONMOUTH BBHT COAL SILOS,352074,180073
AVONCT,AVONMOUTH CTR TERMAL EWS,351480,179834
AVONDKJ,AVONMOUTH DOCK JN,351574,178116
AVONILS,AVONMOUTH ENTERPRISE,351838,180107
AVONMCM,AVONMTH CHITTENING ESTATE,353149,181345
AVONMTH,AVONMOUTH,351574,178116
AVONNP2,AVONMOUTH NTL PWR SILO 2,351735,179293
AVONNPT,AVONMOUTH NTL PWR SILO 1,351731,179294
AVONRCK,AVONMOUTH ROCKINGHAM ROAD,353133,181114
AVONWFH,AVONMOUTH WEST WARF (FHH),351452,179808
AVONWWF,AVONMOUTH NO. 5 WHARF EWS,351452,179808
AWRE,AWRE,369161,207215
AXMNSEJ,AXMINSTER EAST JUNCTION,329257,98214
AXMNSTR,AXMINSTER,329257,98214
AXMNSWJ,AXMINSTER WEST JUNCTION,329257,98214
AYLESFD,AYLESFORD,571969,158715
AYLSBRS,AYLESBURY (SDGS 1-7),482226,213110
AYLSBRY,AYLESBURY,481834,213418
AYLSCCD,AYLESBURY C.C.D.,481965,213338
AYLSDMU,AYLESBURY D.M.U. DEPOT,482226,213110
AYLSNL,AYLESBURY NORTH LOOP,480559,214013
AYLSWAD,WADDESDON MANOR,474499,216499
AYNH501,AYNHO JN SIG BS501,449661,233113
AYNH502,AYNHO SIG BS5002,449661,233113
AYNHOJ,AYNHO JN,449509,233630
AYNHPKJ,AYNHO PARK JN,450583,232611
AYRR,AYR,234070,621400
AYRR335,AYR SIG. PA335,234937,622988
AYRR853,AYR SIG. PA853,234395,622167
AYRR858,AYR SIG 858,234395,622167
AYRRABP,AYR HARBOUR A.B.P.,233585,622986
AYRRCSD,AYR C.S.D.,233916,621121
AYRRFHH,AYR HARBOUR FHH,233573,622980
AYRRHBR,AYR HARBOUR,233585,622986
AYRRTMD,AYR DEPOT,234279,622826
AYRRWRD,AYR W.R.D.,234269,622805
BCHBKFM,BEECHBROOK FARM LOOP,599274,144630
BCHGRV,BIRCHGROVE,316645,180971
BCKJN,BUCKLAND JN,630381,142734
BCKN607,BECKENHAM JN SIGNAL VS607,537319,169878
BCKNHMH,BECKENHAM HILL,538061,171349
BCKNHMJ,BECKENHAM JUNCTION,537319,169878
BCKNMJC,BECKENHAM JUNCTION,537319,169878
BCKWATR,BLACKWATER,485296,159902
BCKY,BUCKLEY,329550,363352
BCNGNOS,BIRCHINGTON-ON-SEA,629772,169438
BCNSFLD,BEACONSFIELD,493998,191151
BCNSWHI,WHITEHOUSE TUNNEL,491282,190640
BCST189,BICESTER NTH SIG 189,458009,223431
BCST192,BICESTER NTH SIG 192,458009,223431
BCST196,BICESTER SIGNAL ME2034,458009,223431
BCSTARD,ARDLEY,450883,229501
BCSTBLA,BLACKTHORNE,462360,220367
BCSTCOD,BICESTER C.O.D.,458060,220999
BCSTES,BICESTER NORTH ENG SDG,286200,931659
BCSTGF,BICESTER C.O.D. G.F.,458226,221278
BCSTLRD,BICESTER LONDON RD L.C.,458684,221953
BCSTN,BICESTER NORTH,458591,223105
BCSTRTN,BICESTER TOWN,458684,221961
BCSTUS,BICESTER NORTH TURNBACK SG,458314,223266
BCWD,BRICKET WOOD,513482,202037
BDENJT,BURNDEN JN,372383,407798
BDHMPTN,BEDHAMPTON,470699,106505
BDLNMHJ,MARCHEYS HOUSE JN,427634,585288
BDLNTNS,BEDL'TON FURNACEWAY SDGS,427806,582593
BDLNTNX,BEDLINGTON NTH. L.C.,427459,583120
BDMNSTR,BEDMINSTER,358897,171494
BDST544,BIDSTON SIGNAL 1544,328175,390741
BDSTNDJ,BIDSTON DEE JN,328387,390822
BDSTNEJ,BIDSTON EAST JN,329071,390753
BDSTON,BIDSTON,328387,390822
BDSTSDG,BIDSTON SIDINGS,328490,390834
BDWTHMS,BEDWORTH MURCO SDGS,436224,285799
BEAL,BEAL L.C.,406169,642683
